,Genre,Responsable_secondaire,Orphelin,Confession,Ecole_secondaire,Option_secondaire,Grade_examen_Etat,Province_secondaire,Age_fin_secondaire,Etude_cours_secondaire,Vouloir_devenir_avant_universite,Respo_oriention_departement,Aimer_departement,Annee_reposAvantUniversite,Age_adm_Universite,Nature_universite,Type_institution,Province_universite,Respo_universitaire,Niveau,Refaitre_sixieme_secondaire,Competence_math,Competence_physique,Competence_biologie,Competence_chimie,Competence_informatique,Competence_Dessin,Domaine_Universite
138,0,6.0,0,4.0,6,9,0.0,3.0,7.0,3,4,3,0,0.0,2.5,2.5,1,1.0,2,1,0,2,1.0,1.0,1.0,2,2,1
139,1,5.0,1,1.0,5,1,0.0,7.5,2.0,2,11,4,0,1.0,2.5,2.5,1,2.5,0,2,0,1,1.0,1.0,1.0,1,1,3
140,0,5.0,0,8.125,7,9,0.0,0.0,3.0,1,1,6,0,1.0,2.5,1.0,0,1.0,6,2,0,2,1.0,1.0,1.0,2,2,1
141,0,5.0,0,8.0,0,9,0.0,7.5,2.0,1,2,4,1,0.0,2.0,1.0,0,2.5,5,0,1,2,1.0,1.0,1.0,1,1,1
142,1,0.0,0,4.0,0,0,0.0,0.0,4.0,1,3,5,1,2.0,2.5,2.0,1,1.0,0,0,1,2,1.0,1.0,1.0,1,1,2
143,1,5.0,0,5.0,4,3,0.0,6.0,2.0,0,6,5,1,0.0,2.0,2.0,0,2.5,3,0,1,2,1.0,1.0,1.0,2,1,3
144,1,0.0,1,8.0,5,6,0.0,7.5,2.0,1,2,7,0,1.0,2.5,1.0,0,2.5,6,0,1,1,1.0,1.0,1.0,1,1,1
145,0,3.0,1,5.0,5,1,0.0,7.0,5.0,0,4,5,0,2.0,2.0,2.0,0,2.5,0,0,1,0,1.0,1.0,1.0,1,1,1
146,1,3.0,1,6.0,6,3,0.0,1.0,5.0,0,2,5,0,2.0,2.0,1.0,0,1.0,6,2,0,1,1.0,1.0,1.0,1,1,1
147,0,0.0,1,0.0,6,9,0.0,7.5,2.0,0,11,0,0,2.5,2.5,2.5,0,2.5,0,1,1,1,1.0,1.0,1.0,1,1,1
148,1,5.0,0,3.0,3,11,0.0,7.5,4.0,2,11,3,0,0.0,2.5,0.0,0,2.5,2,0,1,0,1.0,1.0,1.0,1,1,1
149,1,3.0,1,1.0,6,1,0.0,1.0,1.0,0,1,5,0,2.0,2.5,1.0,0,2.5,0,1,1,1,1.0,1.0,1.0,2,2,1
150,0,4.0,1,8.125,7,2,0.0,0.0,1.0,0,5,1,1,2.5,2.5,2.5,0,1.0,6,2,0,1,1.0,1.0,1.0,2,2,1
151,0,1.0,0,7.0,5,8,0.0,6.0,2.0,0,4,6,1,1.0,2.5,1.0,1,2.5,2,2,0,2,1.0,1.0,1.0,1,1,0
152,0,5.0,0,1.0,4,3,0.0,1.0,4.0,3,7,7,1,2.0,2.0,2.5,1,2.5,2,2,1,1,1.0,1.0,1.0,2,2,1
153,0,6.0,0,8.0,1,4,0.0,0.0,3.0,1,1,6,1,0.0,2.5,1.0,1,1.0,6,2,0,2,1.0,1.0,1.0,1,0,2
154,0,4.0,0,2.0,2,1,0.0,5.0,2.0,0,8,7,0,0.0,2.0,2.5,1,2.5,0,2,0,2,1.0,1.0,1.0,2,2,2
155,0,0.0,1,1.0,5,1,0.0,1.0,2.0,3,3,4,1,1.0,2.5,2.5,1,1.0,4,1,0,2,1.0,1.0,1.0,0,0,2
156,1,5.0,0,5.0,6,1,0.0,0.0,2.0,1,1,3,1,0.0,2.0,1.0,1,1.0,6,2,0,2,1.0,1.0,1.0,1,0,2
157,1,1.0,0,8.125,2,3,0.0,7.0,4.0,0,4,6,0,0.0,2.5,2.5,0,2.5,0,1,1,2,1.0,1.0,1.0,0,0,2
158,1,1.0,1,6.0,6,2,0.0,0.0,2.0,0,1,6,0,1.0,2.5,1.0,1,0.0,3,0,1,2,1.0,1.0,1.0,1,0,2
159,1,3.0,1,0.0,0,1,0.0,6.0,1.0,3,0,3,1,1.0,2.5,0.0,0,1.0,2,1,1,1,1.0,1.0,1.0,1,1,2
160,0,2.0,1,1.0,5,3,0.0,7.0,2.0,0,3,3,0,2.0,2.5,2.0,0,2.5,2,1,0,2,1.0,1.0,1.0,2,1,2
161,0,3.0,1,0.0,5,1,0.0,7.5,0.0,2,1,0,0,0.0,2.0,1.0,0,2.5,1,0,1,2,1.0,1.0,1.0,0,0,2
162,0,1.0,1,0.0,5,1,0.0,7.5,2.0,0,1,0,0,0.0,2.0,1.0,0,2.5,1,0,1,2,1.0,1.0,1.0,1,0,2
163,0,3.0,1,4.0,0,1,0.0,1.0,3.0,1,3,5,1,1.0,2.5,0.0,0,1.0,2,1,0,2,1.0,1.0,1.0,0,0,2
164,1,1.0,1,7.0,3,3,0.0,3.0,2.0,0,1,6,1,0.0,2.0,2.5,1,0.0,6,1,0,2,1.0,1.0,1.0,1,1,2
165,1,6.0,0,0.0,0,4,0.0,0.0,2.0,2,0,0,0,0.0,2.0,0.0,0,0.0,6,1,0,0,1.0,1.0,1.0,2,1,0
166,1,1.0,0,0.0,0,4,0.0,0.0,2.0,2,1,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,2,0
167,1,1.0,0,1.0,0,4,0.0,0.0,2.0,2,1,0,0,0.0,2.0,0.0,0,0.0,1,1,1,1,1.0,1.0,1.0,1,1,0
168,1,0.0,0,8.125,2,4,0.0,1.0,2.0,0,2,0,0,0.0,2.0,2.5,0,0.0,0,1,0,1,1.0,1.0,1.0,2,1,0
169,0,1.0,1,0.0,0,0,0.0,0.0,3.0,2,2,0,0,0.0,2.5,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,2,1,0
170,1,1.0,0,0.0,5,0,0.0,0.0,2.0,2,5,2,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,2,0
171,1,1.0,0,0.0,5,0,0.0,0.0,2.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,2,0
172,1,6.0,0,0.0,6,0,0.0,0.0,3.0,2,0,0,0,0.0,2.5,0.0,0,0.0,1,1,0,0,1.0,1.0,1.0,1,1,0
173,0,1.0,0,1.0,1,4,0.0,0.0,2.0,2,0,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,0,0
174,1,2.0,0,0.0,0,2,0.0,0.0,3.0,2,0,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
175,1,6.0,0,1.0,0,0,0.0,0.0,2.0,2,3,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
176,1,1.0,0,5.0,1,8,0.0,0.0,1.0,0,1,0,0,1.0,2.5,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,1,1,0
177,1,1.0,0,1.0,0,4,0.0,0.0,2.0,2,0,0,0,0.0,2.5,0.0,0,0.0,6,1,0,2,1.0,1.0,1.0,2,0,0
178,1,2.0,0,0.0,0,0,0.0,0.0,5.0,2,3,0,0,0.0,2.5,0.0,0,0.0,6,1,0,2,1.0,1.0,1.0,1,0,0
179,1,0.0,0,0.0,0,4,0.0,0.0,2.0,2,2,0,0,0.0,2.5,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,2,2,0
180,1,0.0,0,0.0,0,8,0.0,4.0,3.0,2,11,0,0,2.0,2.5,0.0,0,0.0,0,1,0,2,1.0,1.0,1.0,2,1,0
181,1,1.0,0,0.0,0,8,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,1,0,2,1.0,1.0,1.0,2,1,0
182,1,1.0,0,0.0,6,0,0.0,4.0,3.0,2,11,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,1,0
183,0,2.0,0,0.0,0,14,0.0,0.0,2.0,2,11,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
184,0,2.0,1,0.0,6,2,0.0,0.0,1.0,0,2,0,0,0.0,2.5,2.5,0,0.0,3,1,0,1,1.0,1.0,1.0,1,1,0
185,0,1.0,1,0.0,0,4,0.0,0.0,2.0,2,2,0,0,0.0,2.5,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,2,1,0
186,1,1.0,0,0.0,6,0,0.0,0.0,1.0,0,0,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
187,1,1.0,0,0.0,6,0,0.0,3.0,1.0,0,0,0,0,0.0,1.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,0,0
188,1,1.0,0,5.0,6,0,0.0,0.0,2.0,0,1,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
189,1,1.0,0,0.0,0,4,0.0,0.0,2.0,2,0,0,0,0.0,2.0,0.0,0,0.0,1,1,0,0,1.0,1.0,1.0,1,1,0
190,0,6.0,1,8.125,7,14,0.0,1.0,2.0,0,1,1,0,1.0,2.5,0.0,0,0.0,1,1,0,2,1.0,1.0,1.0,1,1,0
191,0,3.0,1,8.125,0,14,0.0,0.0,1.0,0,3,0,0,1.0,2.0,0.0,0,0.0,4,1,0,2,1.0,1.0,1.0,1,1,0
192,1,1.0,1,0.0,0,8,0.0,0.0,2.0,2,3,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,0,0
193,0,1.0,0,8.125,6,0,0.0,0.0,2.0,2,3,0,1,0.0,2.5,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,1,1,0
194,1,1.0,0,1.0,5,0,0.0,0.0,6.0,2,1,3,1,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
195,1,1.0,0,4.0,4,0,0.0,0.0,2.0,2,0,3,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
196,1,1.0,0,0.0,6,5,0.0,0.0,2.0,2,1,0,0,0.0,2.5,0.0,0,0.0,2,1,0,0,1.0,1.0,1.0,1,0,0
197,1,1.0,0,1.0,6,0,0.0,0.0,3.0,2,11,0,0,1.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
198,0,0.0,0,8.125,5,8,0.0,0.0,2.0,2,11,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
199,1,2.0,1,1.0,5,14,0.0,2.0,1.0,1,0,5,1,0.0,2.0,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,2,1,0
200,1,1.0,0,0.0,0,3,0.0,3.0,3.0,1,1,0,0,0.0,2.5,0.0,0,0.0,1,0,1,1,1.0,1.0,1.0,2,0,0
201,1,3.0,1,1.0,6,9,0.0,0.0,4.0,2,0,0,0,0.0,2.5,0.0,0,0.0,5,1,0,1,1.0,1.0,1.0,1,1,0
202,0,2.0,0,0.0,3,2,0.0,0.0,4.0,0,7,0,0,0.0,2.5,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,1,2,0
203,0,3.0,0,0.0,6,2,0.0,0.0,4.0,0,7,0,0,0.0,2.5,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,1,1,0
204,1,1.0,0,0.0,6,2,0.0,0.0,2.0,0,2,0,0,0.0,2.0,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,2,2,0
205,1,1.0,0,0.0,0,0,0.0,0.0,3.0,2,0,0,0,0.0,2.5,0.0,0,0.0,4,1,0,1,1.0,1.0,1.0,1,1,0
206,0,3.0,0,0.0,5,2,0.0,0.0,2.0,1,2,0,0,0.0,2.0,2.5,0,0.0,6,1,0,1,1.0,1.0,1.0,2,1,0
207,1,2.0,0,1.0,6,8,0.0,1.0,2.0,2,0,0,0,0.0,2.0,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,1,1,0
208,1,1.0,0,1.0,6,0,0.0,0.0,2.0,0,0,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
209,1,1.0,0,1.0,0,14,0.0,0.0,2.0,0,0,0,0,0.0,2.0,0.0,0,0.0,1,1,0,0,1.0,1.0,1.0,1,2,0
210,1,1.0,0,0.0,5,4,0.0,0.0,1.0,2,0,0,0,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
211,0,1.0,0,1.0,1,0,0.0,0.0,3.0,2,3,0,0,0.0,2.5,0.0,0,0.0,1,1,0,0,1.0,1.0,1.0,1,0,0
212,0,2.0,0,0.0,0,2,0.0,0.0,1.0,2,0,1,0,0.0,1.0,0.0,0,0.0,5,1,0,1,1.0,1.0,1.0,1,0,0
213,1,1.0,0,8.125,5,14,0.0,0.0,1.0,3,0,0,0,0.0,1.0,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,2,1,0
214,1,1.0,0,1.0,5,0,0.0,7.5,2.0,2,0,1,1,0.0,2.0,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,0,0
215,1,1.0,0,0.0,0,0,0.0,0.0,1.0,2,11,8,0,0.0,1.0,0.0,0,0.0,2,1,0,1,1.0,1.0,1.0,1,1,0
216,1,1.0,1,0.0,5,3,0.0,3.0,3.0,2,1,0,0,0.0,2.5,2.5,0,1.0,2,1,0,1,1.0,1.0,1.0,0,1,1
217,1,1.0,0,6.0,1,0,0.0,1.0,4.0,1,2,0,0,1.0,2.5,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,2,1,0
218,0,1.0,0,6.0,1,0,0.0,0.0,2.0,0,0,0,0,1.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,1,0
219,1,1.0,0,0.0,0,0,0.0,0.0,2.0,0,0,0,0,1.0,2.5,0.0,0,0.0,6,0,1,1,1.0,1.0,1.0,2,1,0
220,1,1.0,0,0.0,6,0,0.0,0.0,4.0,0,3,0,0,0.0,2.5,0.0,0,0.0,6,0,0,1,1.0,1.0,1.0,2,1,0
221,1,6.0,0,0.0,0,0,0.0,0.0,6.0,0,0,0,1,0.0,2.5,0.0,0,0.0,2,0,0,1,1.0,1.0,1.0,1,1,0
222,0,6.0,0,0.0,0,0,0.0,0.0,3.0,0,0,0,0,0.0,2.5,0.0,0,0.0,2,0,0,1,1.0,1.0,1.0,2,1,0
223,1,6.0,0,0.0,0,0,0.0,5.0,7.0,0,0,0,0,0.0,2.5,0.0,0,0.0,5,0,0,1,1.0,1.0,1.0,2,1,0
224,1,6.0,0,0.0,0,0,0.0,0.0,4.0,0,0,0,0,0.0,2.5,0.0,0,0.0,5,0,0,1,1.0,1.0,1.0,2,0,0
225,1,6.0,0,0.0,0,0,0.0,0.0,4.0,0,3,0,0,2.0,2.5,0.0,0,0.0,5,0,1,2,1.0,1.0,1.0,1,1,0
226,0,6.0,0,0.0,0,6,0.0,0.0,2.0,0,7,0,0,0.0,2.5,0.0,0,0.0,3,0,0,1,1.0,1.0,1.0,2,1,0
227,0,6.0,0,0.0,0,10,0.0,0.0,4.0,0,7,0,0,0.0,2.5,0.0,0,0.0,5,0,0,0,1.0,1.0,1.0,2,1,0
228,0,4.0,1,0.0,6,5,0.0,0.0,5.0,0,7,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,0
229,1,0.0,0,1.0,0,2,0.0,0.0,3.0,2,0,0,1,1.0,2.5,2.0,0,2.5,1,0,0,1,1.0,1.0,1.0,2,1,0
230,1,0.0,0,0.0,6,9,0.0,0.0,6.0,1,9,0,1,2.0,2.5,2.0,0,2.5,2,0,0,0,1.0,1.0,1.0,1,1,0
231,1,0.0,1,0.0,6,5,0.0,4.0,6.0,1,3,5,0,2.5,2.5,0.0,0,2.5,5,0,1,1,1.0,1.0,1.0,2,1,0
232,1,6.0,0,1.0,6,8,0.0,4.0,5.0,3,1,0,0,1.0,2.5,2.0,0,1.0,2,0,0,1,1.0,1.0,1.0,1,0,0
233,0,1.0,0,1.0,6,5,0.0,0.0,4.0,3,3,0,0,2.5,2.5,2.0,0,2.5,5,0,1,1,1.0,1.0,1.0,1,1,0
234,0,1.0,0,1.0,0,5,0.0,4.0,6.0,0,6,0,1,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,0
235,1,3.0,0,1.0,1,6,0.0,0.0,4.0,0,3,4,0,1.0,2.5,0.0,0,0.0,5,0,0,1,1.0,1.0,1.0,1,2,0
236,0,3.0,1,1.0,5,0,0.0,0.0,3.0,2,1,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,2,0
237,1,1.0,1,0.0,5,0,0.0,0.0,1.0,2,0,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,2,0
238,1,3.0,0,1.0,0,0,0.0,0.0,3.0,0,3,0,0,1.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,2,0
239,1,1.0,0,1.0,0,0,0.0,0.0,2.0,0,3,0,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,0
240,0,1.0,0,1.0,0,4,0.0,0.0,3.0,0,2,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,0
241,0,1.0,0,1.0,0,4,0.0,0.0,3.0,0,11,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,0
242,0,1.0,0,1.0,1,6,0.0,0.0,3.0,2,10,5,1,0.0,2.5,0.0,0,0.0,1,0,0,2,1.0,1.0,1.0,2,1,0
243,0,1.0,0,1.0,1,7,0.0,0.0,3.0,2,1,3,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,2,0
244,1,1.0,0,0.0,0,6,0.0,0.0,1.0,0,1,5,0,0.0,1.0,0.0,0,0.0,1,1,0,2,1.0,1.0,1.0,1,1,3
245,0,1.0,0,0.0,0,4,0.0,0.0,3.0,0,1,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,1,0
246,0,1.0,0,1.0,1,0,0.0,0.0,3.0,1,4,0,0,0.0,2.5,0.0,0,0.0,1,0,0,2,1.0,1.0,1.0,2,2,0
247,0,1.0,0,1.0,0,0,0.0,0.0,3.0,2,0,0,0,0.0,2.0,0.0,0,0.0,1,0,1,2,1.0,1.0,1.0,2,0,0
248,0,1.0,0,1.0,0,3,0.0,0.0,1.0,2,1,0,0,0.0,1.0,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,0,0,0
249,0,1.0,0,2.0,5,4,0.0,0.0,2.0,0,0,5,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0
250,1,1.0,0,1.0,2,7,0.0,0.0,3.0,2,3,4,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,0
251,1,1.0,0,0.0,0,10,0.0,0.0,1.0,0,0,0,0,0.0,2.0,0.0,0,0.0,6,0,0,1,1.0,1.0,1.0,1,0,0
252,0,1.0,1,0.0,5,0,0.0,0.0,2.0,1,0,5,0,0.0,2.0,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,0,2,0
253,1,1.0,1,0.0,0,0,0.0,4.0,2.0,0,1,0,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0
254,0,2.0,0,0.0,0,0,0.0,0.0,1.0,0,3,0,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,0,0,0
255,0,5.0,0,4.0,0,8,0.0,0.0,3.0,0,10,0,0,1.0,2.5,2.5,0,0.0,5,0,0,0,1.0,1.0,1.0,1,1,0
256,0,2.0,1,1.0,6,6,0.0,4.0,1.0,0,1,3,0,0.0,1.0,0.0,0,2.5,2,2,0,2,1.0,1.0,1.0,2,2,0
257,1,3.0,1,5.0,4,11,0.0,2.0,4.0,1,11,3,0,1.0,2.5,2.5,1,2.5,5,1,1,1,1.0,1.0,1.0,1,1,3
258,1,4.0,0,2.0,1,4,0.0,7.5,2.0,0,9,7,0,1.0,2.5,2.5,0,0.0,0,2,0,1,1.0,1.0,1.0,1,2,1
259,1,3.0,1,1.0,6,9,0.0,4.0,2.0,0,0,0,1,2.0,2.5,2.5,1,2.5,5,1,1,2,1.0,1.0,1.0,1,1,2
260,0,6.0,0,0.0,0,6,0.0,0.0,2.0,0,1,0,0,0.0,2.0,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,0,2,1
261,1,3.0,1,1.0,1,0,0.0,0.0,3.0,2,7,1,1,1.0,2.5,1.0,1,0.0,5,0,1,1,1.0,1.0,1.0,1,0,1
262,0,2.0,0,0.0,5,8,0.0,0.0,2.0,0,8,1,0,0.0,2.0,1.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
263,0,1.0,1,4.0,5,1,0.0,1.0,4.0,0,1,1,0,0.0,2.5,1.0,1,0.0,5,0,0,2,1.0,1.0,1.0,1,1,1
264,1,1.0,1,0.0,0,14,0.0,2.0,2.0,0,1,1,0,0.0,2.0,1.0,1,0.0,5,1,0,0,1.0,1.0,1.0,1,2,1
265,0,1.0,0,0.0,0,14,0.0,1.0,2.0,2,1,0,0,0.0,2.0,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,2,2,1
266,0,1.0,0,0.0,5,14,0.0,0.0,2.0,2,11,0,0,0.0,2.0,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,2,2,1
267,0,2.0,0,1.0,0,14,0.0,1.0,2.0,1,1,7,0,0.0,2.0,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,2,1,1
268,1,0.0,1,0.0,0,14,0.0,0.0,2.0,2,1,0,0,0.0,2.5,1.0,1,0.0,2,2,0,1,1.0,1.0,1.0,1,1,1
269,0,2.0,1,0.0,0,14,0.0,0.0,2.0,2,1,0,0,2.0,2.5,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,2,2,1
270,0,4.0,1,0.0,5,9,0.0,0.0,4.0,2,1,0,0,0.0,2.5,1.0,1,0.0,1,2,0,1,1.0,1.0,1.0,1,1,1
271,0,1.0,0,1.0,6,9,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,0,2,0,2,1.0,1.0,1.0,2,2,1
272,0,0.0,0,0.0,0,10,0.0,0.0,3.0,0,2,0,0,0.0,2.5,1.0,1,0.0,0,0,0,1,1.0,1.0,1.0,1,1,1
273,1,1.0,0,1.0,6,2,0.0,3.0,2.0,0,11,1,0,0.0,2.5,1.0,0,0.0,5,1,0,1,1.0,1.0,1.0,2,1,1
274,0,1.0,1,2.0,6,14,0.0,0.0,2.0,2,11,0,0,0.0,2.0,1.0,1,0.0,5,2,0,1,1.0,1.0,1.0,2,2,1
275,0,1.0,0,0.0,5,14,0.0,0.0,2.0,0,6,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,2,1
276,1,1.0,0,0.0,0,14,0.0,0.0,2.0,0,11,0,0,0.0,2.5,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,1,1,1
277,0,1.0,0,0.0,0,1,0.0,0.0,2.0,0,11,0,0,0.0,2.0,1.0,1,0.0,1,1,0,2,1.0,1.0,1.0,1,1,1
278,0,3.0,1,0.0,6,14,0.0,0.0,3.0,0,1,0,0,1.0,2.5,1.0,1,0.0,5,0,0,1,1.0,1.0,1.0,1,2,1
279,0,0.0,0,0.0,0,1,0.0,2.0,1.0,1,1,0,0,0.0,1.0,1.0,1,2.5,1,0,0,2,1.0,1.0,1.0,2,2,1
280,0,6.0,0,0.0,6,14,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,6,0,0,0,1.0,1.0,1.0,0,1,1
